chrom	start	end	aCD14-PBMC-1313.bedgraph_rolled	aCD14-PBMC-1382.bedgraph_rolled	aCD14-PBMC-1389.bedgraph_rolled	bCD19-PBMC-1313.bedgraph_rolled	bCD19-PBMC-1382.bedgraph_rolled	bCD19-PBMC-1389.bedgraph_rolled	cCD4-PBMC-1313.bedgraph_rolled	cCD4-PBMC-1382.bedgraph_rolled	cCD4-PBMC-1389.bedgraph_rolled	dCD8-PBMC-1313.bedgraph_rolled	dCD8-PBMC-1382.bedgraph_rolled	dCD8-PBMC-1389.bedgraph_rolled	eCD56-PBMC-1313.bedgraph_rolled	eCD56-PBMC-1382.bedgraph_rolled	eCD56-PBMC-1389.bedgraph_rolled
chr1	936159	936161	0.57	0	0.556	0.78	0.502	0.772	0.667	0.75	1	0.75	0.621	0.501	0.564	0.335	1
chr1	936165	936167	0.429	0	0.798	0.83	0.5	0.716	0.667	0.857	1	0.749	0.446	0.43	0.531	0.165	1
chr1	936187	936189	0.333	0	0.4	0.79	0	0.541	0.667	0.585	0.625	0.647	0.372	0.751	0.532	0	0
chr1	936204	936206	0.398	0.75	0.9	0.716	0	0.909	1	0.67	0.557	0.571	0.625	0.8	0.468	0	1
chr1	936208	936210	0.398	0.25	0.898	0.736	0	1	1	0.75	0.887	0.682	0.625	0.602	0.602	0.198	1
chr1	936216	936218	0.362	0	0.702	0.784	0	0.9	1	0.624	1	0.604	0.625	0.667	0.468	0	1
chr1	936221	936223	0.638	0.5	0.802	0.772	0.5	1	1	0.857	0.887	0.665	0.872	1	0.427	0.2	1
chr1	936225	936227	0.453	0	0.798	0.615	0.165	0.893	1	1	0.777	0.619	0.372	0.497	0.404	0	1
chr1	936239	936241	0.816	1	0.898	0.926	0.602	1	1	1	1	0.96	0.857	0.6	0.6	0.67	1
chr1	936259	936261	0.375	0.75	0.75	0.725	0.333	0.833	NA	0.602	1	0.798	0.398	1	0.443	NA	1
chr1	936272	936274	0.625	0	0.75	0.634	0	0.833	NA	0.602	1	0.709	0.602	1	0.557	NA	NA
chr1	936278	936280	0.859	0.5	0.333	0.702	0	1	NA	0.602	1	0.753	0.602	0.4	0.557	NA	NA
chr1	936298	936300	0.402	1	NA	0.25	0	0.75	NA	0.602	1	0.6	0.398	0.8	0.398	NA	NA
chr1	936311	936313	0.5	0	0	0.598	NA	0.75	NA	0.75	0.8	0.438	0.5	0.667	NA	NA	NA
chr1	936317	936319	0.75	0.33	1	1	NA	0.667	1	0	0.6	0.705	1	0.667	NA	NA	NA
chr1	936337	936339	0.5	1	0.497	0.5	NA	1	0.5	1	1	0.895	0.33	NA	0.5	NA	NA
chr1	936350	936352	0.5	0.5	0.497	0.573	0	1	NA	1	0	0.9	0.4	NA	NA	NA	NA
chr1	936356	936358	1	0.5	1	0.857	NA	1	0.333	NA	1	0.722	0.4	NA	NA	NA	NA
chr1	936376	936378	1	0.8	0.25	0.573	0.667	1	0.333	NA	1	1	0.4	NA	NA	NA	NA
chr1	936389	936391	1	0.6	0.284	0.778	1	1	0.333	NA	1	0.789	0.716	NA	0.33	NA	NA
chr1	936395	936397	1	0.667	0.875	0.889	0.667	0.75	0.333	NA	0.8	0.816	0.571	NA	1	NA	0.5
chr1	936415	936417	1	0.857	0.556	1	0.667	1	0.247	1	1	0.695	0.875	0.5	1	NA	1
chr1	936428	936430	1	0.501	0.777	0.9	0.25	0.8	0.398	1	1	1	0.8	1	0.75	1	1
chr1	936432	936434	0.75	0	0.545	0.8	0.753	0.6	0.4	1	1	0.87	0.8	1	0.75	0.5	1
chr1	936438	936440	1	1	0.911	1	0.753	1	0.8	1	1	1	0.9	1	1	1	1
chr1	936453	936455	0.802	0.501	0.833	0.75	0.503	0.833	0.8	1	1	0.853	1	0.333	0.753	1	1
chr1	936471	936473	1	1	0.624	0.876	0.2	0.8	0.75	1	1	0.819	1	1	0.8	1	1
chr1	936487	936489	1	1	1	1	0.833	1	1	1	1	0.783	1	0.8	1	1	1
chr1	936490	936492	1	1	1	1	0.833	1	1	1	1	1	1	0.8	0.8	1	1
chr1	936599	936601	1	NA	1	1	0.8	1	0.5	0.83	1	1	NA	1	1	NA	1
chr1	936611	936613	1	NA	1	1	1	1	0.857	1	1	0.934	NA	1	0.889	NA	1
chr1	936617	936619	1	NA	1	1	1	1	0.665	1	1	0.923	NA	0.5	1	NA	1
chr1	936622	936624	0.857	NA	1	1	0.5	1	0.802	1	1	1	NA	NA	1	NA	1
chr1	936734	936736	1	1	1	1	1	0.83	1	1	1	1	1	1	1	1	1
chr1	936736	936738	1	1	0.8	0.75	1	1	1	1	0.75	1	1	1	0.833	0.667	0.67
chr1	936742	936744	0.8	0.4	0.8	1	1	1	0.33	0.78	1	0.724	0.5	0.5	1	0.667	1
chr1	936793	936795	0.751	0.8	1	0.5	1	0.5	1	0.875	0.8	0.876	0.143	0.83	0.868	0.75	1
chr1	936795	936797	1	0.8	1	1	0.667	1	1	0.875	0.5	0.78	0.429	1	0.859	0.75	1
chr1	936815	936817	0.835	1	1	1	1	1	0.75	1	1	0.948	0.5	1	1	1	1
chr1	936841	936843	0.427	1	0.833	0.872	1	0.624	0	0.626	0.667	0.802	0.429	0.43	0.791	1	0.717
chr1	936854	936856	1	1	1	1	NA	1	1	1	0.833	1	1	0.71	1	1	0.833
chr1	936939	936941	1	1	1	1	1	0.5	0.75	1	1	0.947	1	1	1	1	1
chr1	936941	936943	0.922	0.6	1	1	1	1	1	1	1	1	1	1	1	1	1
chr1	936947	936949	1	0.6	1	1	1	1	1	1	1	0.944	1	1	1	1	1
chr1	936954	936956	1	1	1	1	1	1	1	1	1	0.941	1	0.876	0.94	1	1
chr1	936988	936990	0.815	0.714	1	0.9	0.5	1	0.802	0.502	0.6	0.475	0.751	0.429	1	1	0.8
chr1	937004	937006	0.846	0.875	1	1	0.8	1	1	0.857	0.75	0.941	0.904	0.857	1	1	1
chr1	937031	937033	0.936	1	0.901	1	0.333	1	1	0.857	0.667	0.932	0.699	0.5	1	0.835	0.835
chr1	937037	937039	0.876	1	1	1	0.602	1	1	1	0.833	1	1	0.833	1	1	1
chr1	937047	937049	1	0.887	1	1	1	1	1	1	1	0.833	1	0.859	1	1	1
chr1	937064	937066	0.935	1	0.92	1	1	0.923	0.75	0.876	1	0.711	1	0.875	0.92	1	1
chr1	937074	937076	0.801	1	1	1	1	1	0.753	0.876	1	0.935	1	0.857	0.915	1	1
chr1	937087	937089	1	1	1	1	1	1	1	0.75	1	0.942	1	1	1	1	0.802
chr1	937106	937108	1	1	0.8	0.859	0.8	1	1	1	1	1	1	1	1	1	1
chr1	937113	937115	1	1	0.9	1	0.8	1	1	1	1	1	1	1	1	1	1
chr1	937130	937132	0.868	1	1	1	1	1	0.667	0.75	1	0.927	1	1	0.902	1	1
chr1	937137	937139	1	1	1	0.835	0.75	1	1	1	1	0.901	1	1	1	1	0.667
chr1	937174	937176	0.927	0.747	1	1	0.333	0.668	1	0.2	0	0.2	1	0.2	0.854	0.75	NA
chr1	937234	937236	0.835	0.598	0.857	1	0.8	0.848	NA	0.402	1	0.715	0.8	0.6	0.717	1	1
chr1	937244	937246	0.835	1	1	0.889	1	0.818	NA	1	1	0.75	0.667	1	1	1	1
chr1	937252	937254	0.929	0.75	1	0.875	1	0.833	NA	1	1	0.571	0.8	1	1	1	1
chr1	937318	937320	1	1	1	1	0.8	1	NA	1	1	0.8	1	1	1	1	1
chr1	937356	937358	1	1	1	1	1	0.88	NA	NA	1	1	1	1	1	1	1
chr1	937367	937369	1	1	1	1	1	1	NA	1	1	1	1	1	0.83	NA	1
chr1	937456	937458	1	0.5	1	1	NA	1	0	NA	1	0.5	1	0.6	1	1	0.5
chr1	937610	937612	0.875	NA	1	NA	1	1	1	1	1	0.917	0.8	1	0.877	1	1
chr1	937622	937624	1	NA	0.8	NA	1	0.753	0.8	1	0.753	0.458	0.8	1	1	1	1
chr1	937641	937643	1	NA	1	0.667	0.667	1	0.8	NA	1	0.878	1	1	1	1	1
chr1	937680	937682	0.833	NA	0.833	0.75	0.57	1	0.83	1	0.8	1	0.667	0.75	0.893	1	1
chr1	937701	937703	0.8	NA	1	1	0.876	1	0.8	1	1	0.924	1	0.5	1	1	1
chr1	937704	937706	1	NA	0.876	1	1	0.75	1	1	1	1	1	1	1	1	1
chr1	937708	937710	1	NA	1	1	0.876	1	1	1	1	1	1	1	0.917	1	1
chr1	937711	937713	0.9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1
chr1	937725	937727	1	NA	1	1	1	1	0.86	1	1	0.935	1	1	1	NA	1
chr1	937736	937738	1	1	1	0.753	0.626	1	1	0.75	0.753	1	1	1	1	NA	0.75
chr1	937760	937762	0.889	0.75	1	0.802	1	1	0.71	0.717	1	0.837	0.333	1	0.857	1	1
chr1	937786	937788	1	0.802	1	0.75	1	0.75	0.57	0.833	1	0.936	0.667	0.889	0.818	1	1
chr1	937802	937804	1	1	1	0.833	1	0.5	1	1	0.699	0.89	0.667	0.887	0.933	1	1
chr1	937859	937861	1	1	1	1	1	1	NA	0.835	1	1	0.5	1	0.935	1	1
chr1	937868	937870	1	0.8	1	1	0.833	1	NA	1	1	1	1	0.833	1	1	1
chr1	937871	937873	1	0.667	1	1	1	1	NA	1	1	0.882	0.667	1	1	1	0.598
chr1	937940	937942	0.913	0.333	0.833	0.667	0.64	1	1	1	0.889	0.955	0.802	0.857	0.924	1	1
chr1	937960	937962	1	1	1	0.667	1	1	1	0.8	0.7	0.697	0.78	0.714	0.917	1	0.667
chr1	938070	938072	0.917	1	1	0.818	0.891	1	1	0.802	1	1	1	1	1	1	NA
chr1	938104	938106	1	1	0.857	1	1	1	1	0.925	0.75	0.891	0.917	0.918	0.895	1	NA
chr1	938121	938123	0.929	1	1	0.918	1	1	NA	0.918	1	1	1	1	1	0.915	NA
chr1	938131	938133	1	0.667	1	1	0.901	0.857	NA	0.849	1	0.918	0.92	1	1	0.9	NA
chr1	938141	938143	0.929	1	0.857	1	0.78	0.833	NA	0.92	0.802	1	1	0.889	0.944	1	NA
chr1	938180	938182	0.953	0.833	1	0.833	0.249	0.5	1	0.82	1	0.935	0.7	0.926	0.665	0.602	1
chr1	938184	938186	0.298	0.4	0.667	0.667	0.376	0.5	1	0.583	0.833	0.69	0.402	0.64	0.359	0.557	0.5
chr1	938345	938347	0.302	0.249	0	0.3	0.11	0	0.284	0	0	0.333	0	0.283	0.457	0.167	0.4
chr1	938434	938436	0.714	1	1	0.88	1	1	1	0.75	0.83	0.818	0.8	0.5	0.848	0.8	0.667
chr1	938477	938479	1	0.5	0.67	0.714	0.443	0.8	0.665	0.5	0.8	0.917	0.8	0.4	0.846	1	1
chr1	938535	938537	1	0.8	1	1	0.8	0.833	1	1	1	1	0.75	0.753	1	0.667	1
chr1	938540	938542	0.8	0.247	1	0.802	0.5	0.5	1	0.8	1	0.825	0.75	1	0.887	0.833	0.5
chr1	938545	938547	0.802	0.667	0.833	1	1	1	1	0.833	1	0.841	0.778	0.802	0.802	1	1
chr1	938610	938612	1	NA	1	1	0.4	0.8	1	0.667	0.637	0.802	0.302	0.598	0.734	1	1
chr1	938627	938629	1	NA	1	0.915	0.667	1	1	0.6	0.902	0.778	0.498	0.497	0.847	0.753	0.333
chr1	938652	938654	1	NA	1	1	1	1	1	0.667	0.889	0.9	1	1	1	0.8	0.667
chr1	938739	938741	0.727	0.753	0.497	0.9	0.625	0.556	NA	NA	0.833	0.716	0.574	0.333	1	0.625	1
chr1	938766	938768	1	0.8	1	1	0.75	0.747	NA	NA	1	0.669	0.628	0.167	1	0.625	0.802
chr1	938811	938813	0.769	0.429	1	1	0.499	0.301	NA	NA	0.8	0.667	0.498	0.667	1	0.5	0.571
chr1	938852	938854	1	1	1	1	0.5	0.9	NA	NA	1	0.899	1	0.6	1	1	1
chr1	938865	938867	0.939	0.876	1	1	1	1	NA	1	0.833	1	1	1	1	1	0.8
chr1	938879	938881	1	1	1	0.571	1	1	NA	0.5	0.714	0.957	1	NA	1	1	0.802
chr1	938957	938959	0.929	1	1	0.9	0.857	0.645	NA	0.4	0.835	0.9	0.571	1	1	1	0.777
chr1	939034	939036	0.872	1	0.83	1	0.859	0.778	NA	0.857	1	0.938	0.835	1	1	NA	0.8
chr1	939065	939067	1	0.833	1	0.909	1	1	NA	1	1	0.927	1	1	1	1	1
chr1	939074	939076	1	1	0.876	0.553	NA	1	NA	1	1	1	1	0.857	1	1	1
chr1	939085	939087	1	1	0.778	1	1	1	NA	0.711	1	1	1	0.875	1	1	1
chr1	939110	939112	1	0.854	0.859	1	0.8	0.8	NA	0.75	0.877	0.945	1	1	1	1	1
chr1	939115	939117	1	1	1	1	1	1	NA	1	0.875	1	1	1	1	0.753	1
chr1	939120	939122	1	1	1	1	1	1	NA	1	1	1	1	0.902	1	1	1
chr1	939136	939138	1	1	0.911	1	1	0.573	NA	0.333	0.877	1	0.872	0.898	1	0.753	0.667
chr1	939147	939149	1	0.753	1	1	0.857	0.857	NA	0.5	1	0.911	0.716	0.786	1	0.75	1
chr1	939199	939201	0.446	0	0.458	0.8	0.333	0.333	NA	0.398	0.833	0.562	0.111	0.42	0.748	0.503	0.503
chr1	939220	939222	0.82	0.667	0.909	0.925	0.6	0.497	0	0.503	0.8	0.612	0.6	0.536	0.87	1	0.8
chr1	939229	939231	0.898	0.5	0.729	0.846	0.2	0.5	NA	1	1	0.775	0.546	0.497	1	1	0.854
chr1	939257	939259	0.556	0.667	0.557	0.765	0.499	0.573	0	0.503	0.5	0.621	0.333	0.588	0.717	0.5	1
chr1	939277	939279	1	1	1	0.911	0.626	1	1	1	1	1	0.898	1	1	1	1
chr1	939289	939291	1	1	1	0.816	0.634	1	0.598	1	0.802	0.944	0.818	0.78	0.917	0.75	1
chr1	939291	939293	0.9	1	0.872	0.798	0.4	0.835	0.802	1	0.833	1	0.753	0.667	0.73	0.75	1
chr1	939316	939318	0.9	1	1	1	0.753	0.833	1	1	1	1	1	0.875	0.904	0.667	1
chr1	939330	939332	1	1	1	0.83	0.8	0.859	1	NA	1	0.942	0.753	0.835	1	1	0.854
chr1	939333	939335	0.714	1	0.667	0.898	0.496	0.859	0.857	NA	0.857	0.665	1	0.8	0.429	1	1
chr1	939353	939355	0.833	1	0.667	0.915	0.379	0.859	0.5	0.33	0.857	0.941	1	0.333	1	1	0.5
chr1	939381	939383	1	0.753	NA	1	1	0.717	0.67	0.33	1	0.922	0.667	0.8	1	1	0.833
chr1	939410	939412	0.9	1	1	1	0.5	0.877	1	0.75	0.889	0.872	NA	0.75	1	1	0.717
chr1	939458	939460	0.333	NA	0.5	0.9	0.333	0.752	1	0.429	0.857	0.955	NA	0.78	1	0.571	0.835
chr1	939515	939517	1	1	1	1	0.2	0.901	0.833	0.667	1	0.918	0.333	0.556	0.875	0.398	0.859
chr1	939582	939584	1	1	0.714	0.413	0.2	0.333	0.67	1	0.33	0.468	0.5	0.545	0.857	1	0.889
chr1	939606	939608	0.909	0.753	0.854	0.833	0.75	1	1	1	1	0.666	1	0.907	1	1	1
chr1	939731	939733	0.772	0.6	0.857	0.5	0.33	0.663	0.5	NA	0.777	0.95	0.753	0.8	0.889	0.802	0.78
chr1	939769	939771	0.332	0.4	0.4	NA	0.427	0.18	0.75	0	0.667	0.45	0.33	0.444	0.625	0.33	0.545
chr1	939788	939790	NA	0.8	NA	NA	0.716	NA	NA	NA	NA	0.22	1	NA	NA	1	1
chr1	939791	939793	NA	0.247	NA	NA	0.857	NA	NA	NA	NA	0	NA	NA	NA	0.503	0.5
chr1	939803	939805	0.462	0.4	0.247	NA	0.5	0.571	0.5	NA	0.198	0.649	0.67	0.625	0.337	0.5	0.499
chr1	939846	939848	0.459	0.247	0.667	1	0.141	0.889	0.8	0.25	0.876	0.85	0.6	0.716	0.9	0.33	0.667
chr1	939900	939902	0.667	0.333	0.5	1	0.302	0.287	0.6	1	0.43	0.58	0.6	0.333	0.78	0.5	0.2
chr1	939928	939930	0.25	0	0.286	0.5	0.223	0.444	0.2	0	0.835	0.6	0.333	0	0.443	0.375	0
chr1	939933	939935	0.835	0	0.333	0.5	0.099	0.111	0	0	0.859	0.398	0.753	0	0.443	0.283	0.667
chr1	939964	939966	0.284	0	0	0.333	0.11	0.167	0.667	0.667	0.33	0.667	0.2	0.8	0.333	0.25	0
chr1	939983	939985	0.333	0.25	0	0	0.167	0	0.5	0.497	0.5	0.67	0.198	0.4	0.167	0.25	0
chr1	939994	939996	0.333	0	0.198	0	0.333	0.2	0.5	0.667	0.284	0.284	0.333	0.43	0.284	0.275	0
chr1	940007	940009	1	0.25	0.751	0.667	0.5	0.5	NA	1	0.857	0.692	0.374	0.75	0.573	0.273	0.67
chr1	940035	940037	1	0	0.372	0.667	0.398	0	NA	0.5	0.602	0.725	0.443	0.778	0.286	0.098	NA
chr1	940039	940041	0.503	0.25	0.448	0.667	0.602	0.398	NA	0.667	0.602	0.581	0.22	0.667	0.372	0	NA
chr1	940064	940066	0.25	0	0.634	0.667	0.247	0.247	NA	0.143	0.198	0.388	0.399	0.444	0.333	0.197	NA
chr1	940085	940087	0.25	0.333	0.247	1	0	0.25	0	0.43	0.429	0.362	0.545	0.429	0.667	0	NA
chr1	940088	940090	0.25	0	0.083	1	0	0	0.25	0.43	0.286	0.3	0.185	0.25	0.333	0.5	NA
chr1	940122	940124	0.398	0	0.214	0.333	NA	0.167	0	0.335	0.143	0.182	0.165	0.222	0	0	0
chr1	940225	940227	0.25	0	0.143	NA	0	0	NA	NA	0.143	0.143	0	0.141	0.497	0.333	NA
chr1	940237	940239	0.333	0.5	0.2	NA	NA	0.167	NA	NA	0.165	0.402	0	0.141	0.497	0	NA
chr1	940239	940241	0.333	0.5	0.146	NA	NA	0	NA	NA	0.335	0.25	0.503	0.141	0.25	0.5	NA
chr1	940241	940243	0	0	0	NA	NA	0	NA	NA	0.25	0.753	0	0.165	0.497	0	NA
chr1	940252	940254	0	0.5	0.247	NA	NA	0.167	NA	NA	0.198	0.503	0	0	0.497	0	0
chr1	940255	940257	0	0	0	NA	NA	0	NA	NA	0.33	0.75	0	0	0.497	0	0
chr1	940259	940261	0.33	0	0	NA	NA	0	NA	NA	0.25	0	0	0	0.497	NA	0
chr1	940262	940264	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA
chr1	940269	940271	0.67	0	0	NA	NA	0	NA	NA	0	0.667	0	0.198	0.497	0	0
chr1	940271	940273	0.67	0.5	0	NA	NA	0	NA	NA	0.402	0.667	0	0	0.497	0	0
chr1	940286	940288	0	0	0	NA	NA	0	NA	NA	0	NA	0	0	0.497	NA	0
chr1	940288	940290	0	0.5	0	NA	NA	0	NA	NA	0	NA	0	0	0.33	NA	0
chr1	940291	940293	0	0.5	0	NA	NA	0.335	NA	NA	0	NA	0.75	0	0.67	NA	0
chr1	940294	940296	0.33	0.5	0.29	NA	NA	0.143	NA	NA	0	NA	NA	0.247	0.33	NA	0
chr1	940307	940309	0	NA	0	1	NA	0	NA	NA	0	0	NA	0	0.67	0	0
chr1	940312	940314	0.503	0	0.2	0.5	NA	0.141	NA	NA	0	0	NA	0	0.33	0	0
chr1	940315	940317	0	0	0	0.5	NA	0.165	NA	0	0	0	NA	0	NA	0.4	0
chr1	940317	940319	0.247	0	0	0.5	NA	0.33	NA	0	0	0	NA	0	0	0	0
chr1	940323	940325	0	0	0.2	0.5	NA	0	NA	0	0	0	NA	0.5	0.25	0	0
chr1	940327	940329	0	0	0.2	0.5	NA	0.143	NA	0	0	0	NA	0	0	0	0
chr1	940350	940352	0.398	0	0.14	0.5	0.5	0	NA	0	0	0	NA	0	0.333	0	0
chr1	940354	940356	0.602	0	0.2	0.5	0.5	0	NA	0	0	0	NA	0.5	0	0	0
chr1	940360	940362	0	NA	0.17	0.5	0.5	0	NA	0.33	0	0	NA	NA	0.333	0.128	0
chr1	940362	940364	0	NA	0.17	0.5	0.5	0	NA	0	0	0.2	NA	0	0	0.247	0
chr1	940368	940370	0	NA	0.289	0.5	0.5	0	NA	0	0	0	NA	NA	0	0	0
chr1	940378	940380	0	0	0.372	0.5	0.5	0.165	NA	0	0	0.165	NA	0.25	0	0.128	NA
chr1	940387	940389	0	0	0.337	0.5	0.5	0.198	NA	0	0	0.125	NA	0	0	0	0
chr1	940392	940394	0.25	0	0.372	0.5	0.5	0.198	NA	0	0	0.222	NA	0	0.165	0	0.5
chr1	940396	940398	0	0	0.253	0.5	0.5	0.198	NA	0	0	0.556	NA	0	0	0.1	0.5
chr1	940400	940402	0.5	NA	0.253	0.5	0.5	0.284	NA	0	0	0	NA	0	0.165	0	0
chr1	940402	940404	0.284	NA	0.376	0.5	0.667	0.165	NA	0	0	0.111	NA	0	0.165	0.2	0
chr1	940405	940407	0.143	NA	0.378	0.5	0.5	0.284	NA	0	0	0.333	NA	0	0.33	0	0
chr1	940418	940420	0	0	0.443	0.667	0.5	0.125	NA	0	0	0.222	NA	0	0	0.181	0
chr1	940430	940432	0.398	0	0.443	0.667	0.333	0.125	NA	0.2	0	0.1	NA	0	0	0.09	0
chr1	940435	940437	0.25	0	0.443	0.333	0.333	0.25	NA	0	0	0.111	0	0	0	0	0
chr1	940440	940442	0.375	0.5	0.443	0.333	0.4	0.222	NA	0	0	0.111	0	0	0.198	0.125	0.5
chr1	940453	940455	0.25	0	0.302	0.333	0.2	0.222	0.5	0	0	0.075	0	0.5	0.284	0	0.667
chr1	940459	940461	0.284	0	0.366	0.5	0.2	0.362	0.5	0	0	0.335	0	0	0.25	0.305	0.247
chr1	940484	940486	0.111	0	0.4	0.503	0	0.231	0.25	0	0	0.333	0	0.25	0.111	0.125	0.198
chr1	940487	940489	0.43	0.33	0.455	0.503	0	0.25	0.25	0	0	0.44	0	0	0	0.179	0
chr1	940499	940501	0.25	0.25	0.388	0.402	0	0.167	0.33	0	0	0.601	0	0	0.402	0.19	0.247
chr1	940522	940524	0	0	0.275	0.43	0	0.443	0.33	0	0.165	0.587	0	0.198	0.113	0.214	0.25
chr1	940530	940532	0.125	0	0.3	0.571	0	0.556	0.25	0	0.165	0.727	0	0.165	0.125	0.133	0.25
chr1	940539	940541	0.167	0	0.2	0.429	0	0.398	0.25	0	0	0.752	0.33	0.598	0.222	0.058	0.25
chr1	940543	940545	0.75	0	0.333	0.716	0.167	0.398	0.33	0	0	0.727	0	0.335	0.3	0.058	0.25
chr1	940557	940559	0.167	NA	0.273	0.429	0.2	0.275	0.25	NA	0.198	0.849	0	0.3	0.091	0.119	0.5
chr1	940571	940573	0.333	0	0.091	0.335	0.143	0.235	0.33	0.5	0	0.684	0	0.22	0.1	0.085	0.25
chr1	940573	940575	0.141	0	0.275	0.375	0.143	0.308	0.2	0	0	0.604	0	0.113	0.083	0.075	0.333
chr1	940576	940578	0	0	0.091	0.429	0.128	0.285	0.2	NA	0	0.591	0	0.102	0.165	0.075	0.2
chr1	940585	940587	0	0	0.202	0.5	0.113	0.216	0.4	0	0.6	0.555	0.25	0.143	0.154	0.199	0.398
chr1	940587	940589	0	0	0.4	0.4	0.22	0.216	0.333	0	0	0.553	0.25	0.143	0.152	0.312	0.398
chr1	940591	940593	0	0	0.336	0.4	0.375	0.234	0.2	0	0.25	0.555	0.25	0.247	0.141	0.332	0
chr1	940596	940598	0.143	0	0.165	0.3	0.098	0.169	0.2	0	0	0.607	0	0.113	0.077	0.198	0
chr1	940600	940602	0.25	0.33	0.165	0.538	0.4	0.388	0.333	0	0	0.524	0	0.113	0.167	0.141	0
chr1	940610	940612	0.25	0.2	0.154	0.43	0.098	0.141	0.497	0.5	0.333	0.574	0	0.113	0.165	0.064	0.333
chr1	940622	940624	0	0.2	0.082	0.462	0.182	0.141	0.667	0.5	0	0.607	0	0.128	0.215	0	0.333
chr1	940624	940626	0	0.4	0.165	0.542	0.182	0.154	0.333	0	0.333	0.553	0	0.247	0.385	0.216	0.284
chr1	940640	940642	0	0.25	0.1	0.542	0.083	0.186	0.333	0	0	0.527	0.25	0.128	0.275	0.075	0.143
chr1	940646	940648	0	0.25	0.085	0.542	0.087	0.279	0.286	0	0	0.527	0	0.128	0.335	0	0.143
chr1	940656	940658	0	0.25	0.17	0.502	0.076	0	0.333	0	0	0.5	0	0.247	0.33	0.21	0.284
chr1	940676	940678	0.223	0.198	0.202	0.5	0.071	0.066	0.5	0	0.247	0.5	0	0.128	0.25	0.069	0.125
chr1	940680	940682	0.098	0.198	0.1	0.5	0.071	0	0.398	0.333	0.33	0.373	0	0.2	0.335	0.198	0.141
chr1	940684	940686	0	0.165	0.202	0.5	0	0	0.5	0	0.33	0.4	0	0.096	0.335	0.069	0.165
chr1	940686	940688	0.201	0.165	0.202	0.666	0.071	0.062	0.398	0.167	0.33	0.333	0	0.096	0.273	0.228	0.141
chr1	940690	940692	0	0.165	0.11	0.615	0.154	0.136	0.398	0	0.33	0.355	0	0.25	0.222	0.066	0.141
chr1	940724	940726	0.284	0.247	0	0.778	0.082	0	0.333	0	0.2	0.125	0.375	0.305	0.276	0.18	0.22
chr1	940726	940728	0.21	0.198	0.333	0.5	0	0.076	0.167	0	0.2	0.275	0.125	0.248	0.364	0.18	0.125
chr1	940764	940766	0.228	0.247	0	0.667	0.1	0.214	0	0	0.33	0.462	0	0.087	0.125	0.374	0.125
chr1	940784	940786	0.102	0.247	0	0.249	0.223	0	0	0	0.2	0.545	0.11	0.226	0.102	0.111	0
chr1	940818	940820	0.375	0.247	0	0.222	0	0	0.222	0	0	0.496	0	0	0	0	0
chr1	940826	940828	0.33	0.497	0	0.25	0	0.152	0.25	0	0	0.57	0	0.113	0	0.333	0
chr1	940843	940845	0.284	0.247	0	0.583	0.125	0.071	0.25	0	0.167	0.5	0	0.125	0	0	0
chr1	940848	940850	0.376	0.247	0	0.583	0.143	0	0.25	0.333	0.167	0.502	0.22	0	0.102	0	0
chr1	940868	940870	0.33	0	0	0.667	0	0.444	0.333	0	0.247	0.466	0	0	0.301	0.198	0.301
chr1	940881	940883	0.307	0	0.333	0.667	0.165	0.286	0.25	0	0.333	0.5	0.109	0	0.098	0	0
chr1	940893	940895	0.305	0	0.25	0.801	0	0.167	0.222	0	0.128	0.615	0.203	0.247	0.203	0.167	0.286
chr1	940911	940913	0.182	0	0.165	0.689	0.286	0.333	0.167	0.247	0.113	0.57	0	0.372	0.459	0.167	0
chr1	940922	940924	0.182	0	0	0.8	0.124	0.333	0.223	0	0.113	0.666	0	0	0.123	0.125	0.143
chr1	940939	940941	0.182	0	0	0.738	0	0.286	0.5	0.25	0.08	0.638	0.197	0	0.123	0.337	0
chr1	940950	940952	0.139	0	0	0.685	0.11	0.143	0	0	0.076	0.684	0	0	0.123	0.333	0
chr1	940969	940971	0.253	0.33	0	0.733	0	0.402	0	0	0	0.571	0	0	0.5	0.333	0.146
chr1	940974	940976	0.31	0	0	0.643	0.2	0.141	0	0	0.083	0.546	0	0	0.338	0.556	0
chr1	940986	940988	0.253	0	0	0.58	0	0.167	0	0	0.099	0.562	0	0.198	0.504	0.287	0
chr1	941003	941005	0.288	0	0.143	0.667	0.222	0.167	0	0.167	0.165	0.529	0	0.198	0.5	0.402	0.5
chr1	941009	941011	0.336	0	0	0.78	0	0.2	0	0	0	0.529	0.143	0	0.5	0.753	0
chr1	941027	941029	0.288	0	0	0.667	0	0.67	NA	0	0.109	0.564	0.167	0	0.3	0.67	0.5
chr1	941033	941035	0.248	1	0	0.581	0.1	0.247	0	0	0.253	0.564	0.125	0	0.337	0.5	0.33
chr1	941037	941039	0.231	0	0	0.692	0	0.335	0	0	0.283	0.736	0	0	0.337	1	0
chr1	941073	941075	0.167	0	0	0.643	0.1	0.111	NA	0	0	0.77	0	0.5	0.443	0.5	0
chr1	941081	941083	0.083	0.2	0	0.427	0	0	NA	0	0	0.533	0	0.598	0.443	0	0
