ReadName	allcelltype	ucelltype	assignedcelltype	CheckedCpG	mismatchCpG	notacceptedCpG	acceptedCpG	finalacceptedfor	finalrejectedfor	MateCIGARok
A00580:76:HFLG2DSXX:2:1640:26467:10504	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2501:24306:22701	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316484', 'chr11:66316715', 'chr11:66316646', 'chr11:66316441', 'chr11:66316691', 'chr11:66316387']"	['']	"['chr11:66316484', 'chr11:66316715', 'chr11:66316646', 'chr11:66316691', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1501:30219:7576	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316691', 'chr11:66316715']"	['']	"['chr11:66316691', 'chr11:66316715']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2602:31675:30107	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316691', 'chr11:66316715']"	['']	['chr11:66316715']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1672:21893:11631	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr11:66316715']	['']	['chr11:66316715']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2355:23746:22608	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2605:6686:22404	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1271:11794:26396	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr12:10560408']	['']	['chr12:10560408']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1123:21757:19852	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464', 'chr12:10560408']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2269:16523:20087	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1154:6515:23516	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464', 'chr12:10560408']"	['']	"['chr12:10560466', 'chr12:10560464', 'chr12:10560408']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1602:30291:11616	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1329:24795:17942	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2404:8124:26866	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2133:13801:16814	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464', 'chr12:10560408']"	['']	"['chr12:10560466', 'chr12:10560464', 'chr12:10560408']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1214:25138:4194	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:10560466', 'chr12:10560464']"	['']	"['chr12:10560466', 'chr12:10560464']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1353:10755:22467	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr12:47211792']	['']	['chr12:47211792']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1103:25834:20462	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211802']"	['']	"['chr12:47211792', 'chr12:47211802']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1338:3233:32925	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211812', 'chr12:47211802']"	['']	"['chr12:47211792', 'chr12:47211812', 'chr12:47211802']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2426:5565:1329	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211812', 'chr12:47211802']"	['']	"['chr12:47211792', 'chr12:47211812']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1512:32696:25833	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802']"	['']	"['chr12:47211792', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1217:3983:31000	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870']"	['']	"['chr12:47211856', 'chr12:47211849', 'chr12:47211840', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1412:31060:7028	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870']"	['']	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2570:27525:10958	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211901', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870', 'chr12:47211890']"	['']	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211901', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870', 'chr12:47211890']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1432:24225:23657	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211856', 'chr12:47211849', 'chr12:47211901', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870', 'chr12:47211890']"	['']	"['chr12:47211856', 'chr12:47211849', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211802', 'chr12:47211870']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1415:15194:17253	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211856', 'chr12:47211849', 'chr12:47211901', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211870', 'chr12:47211890']"	['']	"['chr12:47211856', 'chr12:47211849', 'chr12:47211901', 'chr12:47211881', 'chr12:47211840', 'chr12:47211812', 'chr12:47211845', 'chr12:47211870', 'chr12:47211890']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1260:29197:20337	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211840', 'chr12:47211802', 'chr12:47211812', 'chr12:47211856', 'chr12:47211845', 'chr12:47211849']"	['']	"['chr12:47211792', 'chr12:47211840', 'chr12:47211802', 'chr12:47211812', 'chr12:47211856', 'chr12:47211845', 'chr12:47211849']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2657:2546:6214	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211792', 'chr12:47211840', 'chr12:47211802', 'chr12:47211812', 'chr12:47211856', 'chr12:47211845', 'chr12:47211849']"	['']	"['chr12:47211792', 'chr12:47211840', 'chr12:47211802', 'chr12:47211812', 'chr12:47211856', 'chr12:47211845', 'chr12:47211849']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2310:24442:36746	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr12:47211901']	['']	['chr12:47211901']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2426:19868:26913	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr12:47211890', 'chr12:47211901']"	['']	"['chr12:47211890', 'chr12:47211901']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1225:15257:2707	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2658:4435:17002	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1313:29966:19914	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1244:18295:7153	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1626:13458:8453	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2116:8061:2988	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2543:4544:14653	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1234:9435:10254	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2542:20211:10254	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1115:16966:27680	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1345:13901:2487	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2260:24740:18004	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2577:28239:23249	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1529:26232:8688	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1632:25211:12242	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1350:4453:35258	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr13:63708462']	['']	['chr13:63708462']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1538:5141:36135	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2536:5348:22310	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2262:25500:1908	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1335:26268:4335	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2557:24388:29669	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2343:19560:14920	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2644:24903:9580	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:68376051']	['']	['chr14:68376051']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1441:13901:16861	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr14:91248468']	['']	['chr14:91248468']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1350:14841:36432	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:28986389']	['']	['chr16:28986389']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1222:20311:7232	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr16:28986389', 'chr16:28986412']"	['']	['chr16:28986389']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1642:7618:29997	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr16:28986416', 'chr16:28986389', 'chr16:28986412']"	['']	"['chr16:28986389', 'chr16:28986412']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1167:19027:6887	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr16:28986430', 'chr16:28986427']"	['']	"['chr16:28986430', 'chr16:28986427']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1640:20907:4633	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr16:28986389', 'chr16:28986412']"	['']	"['chr16:28986389', 'chr16:28986412']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1348:10556:5149	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2347:10845:32612	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1369:14452:33098	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1618:10131:36385	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1307:11559:24987	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1169:15356:31970	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1308:4869:19038	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1556:18475:19304	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2339:7039:25927	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1607:16080:20509	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2101:25690:15358	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1578:31873:6308	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2650:3766:23985	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1169:8938:16814	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1270:21766:7091	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2347:23683:14293	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2163:4689:24956	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr16:85789847']	['']	['chr16:85789847']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1609:30273:18693	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:24080871']	['']	['chr18:24080871']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2214:23746:8516	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:24080871']	['']	['chr18:24080871']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2206:16233:17425	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr18:24080871']	['']	['chr18:24080871']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1121:28528:31485	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1614:18484:6574	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2307:6442:34319	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1328:17752:35274	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2332:12707:30639	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1438:10691:3944	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2469:20790:36808	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2233:16703:24345	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1327:26512:20854	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1146:32624:19789	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr18:24080938', 'chr18:24080906', 'chr18:24080871']"	['']	"['chr18:24080906', 'chr18:24080871']"	['']	notdetermined	"[""'CD8'""]"	Y
